Sensitive Detector-Particles
n Total Events,	 x [mm],	 y [mm],	 z [mm],	 dirX,	 dirY,	 dirZ,	 KinEnergy [MeV],	 part Type,	 primary part type,	 nPrimaryPart
3132	-15.2	2.93211	569	-0.0268814	0.00478363	0.999627	1.43249	22	11	940601
3133	-35.3276	60.7804	569	-0.353591	0.762555	0.54174	0.510999	22	11	940787
3134	15.8819	8.98164	569	0.0280895	0.015759	0.999481	0.653694	22	11	940976
3135	22.3178	11.0727	569	0.0389705	0.0245199	0.998939	1.68187	22	11	941122
3136	-8.48086	13.623	569	-0.0150976	0.0238845	0.999601	0.234143	22	11	942217
3137	-17.3346	-21.1404	569	-0.0310717	-0.0371212	0.998828	0.582319	22	11	942581
3138	9.32798	-17.0203	569	0.0161295	-0.0295402	0.999433	0.483365	22	11	942771
3139	7.68737	-16.1488	569	0.013501	-0.0286257	0.999499	1.48699	22	11	943290
3140	177.222	-198.429	569	0.315809	-0.324992	0.891429	0.952846	22	11	943617
3141	11.3708	-164.003	569	0.112976	-0.628936	0.769205	1.02998	22	11	944051
3142	-16.9744	-1.54137	569	-0.029419	-0.00252973	0.999564	0.370865	22	11	944479
3143	-5.6537	21.0704	569	-0.0102636	0.0370316	0.999261	3.16777	22	11	944813
3144	0.189789	4.40361	569	0.000703082	0.00624302	0.99998	0.924119	22	11	945027
3145	-25.9972	41.813	569	-0.571262	0.369682	0.732799	0.897767	22	11	945029
3146	-19.1452	-22.8668	569	-0.0334832	-0.0397178	0.99865	3.87133	22	11	945099
3147	-21.0422	-14.5596	569	-0.0370476	-0.0249512	0.999002	0.963308	22	11	945657
3148	-17.8372	-11.8866	569	-0.0313036	-0.021009	0.999289	2.2843	22	11	945801
3149	-10.8824	-7.49034	569	-0.0195391	-0.0130372	0.999724	3.77337	22	11	945827
3150	-4.01857	-1.70866	569	-0.00663117	-0.00242654	0.999975	0.979565	22	11	945957
3151	6.36345	4.21614	569	0.0110771	0.00739849	0.999911	0.562065	22	11	946196
3152	-12.0044	1.24728	569	-0.0213933	0.00223232	0.999769	1.02713	22	11	946494
3153	2.40209	-22.7852	569	0.00358875	-0.0401604	0.999187	0.793399	22	11	947653
3154	0.0744811	-20.1088	569	-1.96985e-05	-0.0348162	0.999394	2.61526	22	11	947789
3155	-13.9422	-6.98247	569	-0.0246584	-0.0129993	0.999611	4.94288	22	11	948118
3156	-13.5216	-12.2789	569	-0.0237766	-0.0213876	0.999488	1.12018	22	11	948479
3157	7.04147	-13.9353	569	0.0123405	-0.0248955	0.999614	1.67252	22	11	948911
3158	-12.4479	2.79612	569	-0.0224228	0.00437272	0.999739	0.670812	22	11	949064
3159	7.73617	11.2072	569	0.0143278	0.020544	0.999686	0.342067	22	11	950023
3160	7.69349	1.45952	569	0.0134604	0.0025939	0.999906	5.43848	22	11	950111
3161	-0.98165	-20.783	569	-0.00213136	-0.0371197	0.999309	1.67733	22	11	950207
3162	8.01625	2.29909	569	0.0141778	0.00481172	0.999888	0.688297	22	11	950452
3163	-10.963	20.765	569	-0.0196492	0.0367705	0.999131	3.04476	22	11	951033
3164	-14.1131	0.567126	569	-0.0252635	0.000457017	0.999681	5.35628	22	11	951609
3165	13.3571	23.2575	569	0.0229588	0.0401818	0.998929	0.785272	22	11	951864
3166	-4.49474	26.3609	569	-0.00780149	0.0461683	0.998903	0.749402	22	11	952346
3167	-11.6153	3.8228	569	-0.0207794	0.00737082	0.999757	1.30636	22	11	952535
3168	-5.7571	14.5473	569	-0.00995541	0.0260359	0.999611	3.97675	22	11	952661
3169	6.53234	26.0117	569	0.0114382	0.0456164	0.998894	1.40809	22	11	952719
3170	-8.49715	25.9399	569	-0.0145615	0.0448738	0.998887	1.07401	22	11	952867
3171	-7.54916	3.17202	569	-0.0135705	0.00513946	0.999895	5.2494	22	11	953436
3172	-32.807	-14.0343	569	-0.51714	-0.549392	0.656304	0.188839	22	11	953938
3173	0.499804	-8.37656	569	0.000337757	-0.0146541	0.999893	0.446472	22	11	954015
3174	-4.71138	17.5505	569	-0.0081917	0.0312402	0.999478	1.97671	22	11	954146
3175	-12.1774	-11.5974	569	-0.0219214	-0.0200178	0.999559	0.283599	22	11	954480
3176	5.78341	-28.2629	569	0.0103259	-0.0493208	0.99873	1.87615	22	11	954847
3177	-21.84	24.1698	569	-0.428253	-0.0357934	0.90295	1.2629	22	11	955210
3178	8.14093	-17.4544	569	0.0144678	-0.0309977	0.999415	1.02892	22	11	956264
3179	-19.0264	2.9754	569	-0.0335183	0.00505257	0.999425	0.408527	22	11	956509
3180	15.042	24.1773	569	0.0261595	0.0417129	0.998787	0.98077	22	11	957115
3181	-106.288	186.827	569	-0.130961	0.298123	0.945501	0.424723	22	11	957123
3182	5.02494	-23.6277	569	0.0088938	-0.0407649	0.999129	1.38204	22	11	957459
3183	-7.19242	27.0819	569	-0.0127273	0.0470864	0.99881	0.458619	22	11	958386
3184	31.163	-180.17	569	0.0117439	-0.289433	0.957126	0.570119	22	11	958567
3185	12.8918	19.9352	569	0.0233687	0.0348453	0.999119	3.48055	22	11	958943
3186	-8.02682	-13.1668	569	-0.0139754	-0.0232927	0.999631	1.09589	22	11	958975
3187	9.95528	-1.20491	569	0.017136	-0.00190866	0.999851	0.876	22	11	959461
3188	16.8252	-12.8489	569	0.0295267	-0.0224358	0.999312	3.65589	22	11	959517
3189	-7.83274	9.54932	569	-0.0137123	0.0172849	0.999757	1.22788	22	11	959659
3190	-15.2452	-2.7109	569	-0.0265502	-0.00508917	0.999635	1.40425	22	11	959685
3191	10.0316	-6.28501	569	0.0178071	-0.0102512	0.999789	3.30449	22	11	959732
3192	-15.2804	7.68054	569	-0.0262523	0.0134826	0.999564	1.29291	22	11	959809
3193	3.79759	-29.5414	569	-0.00828893	-0.018634	0.999792	1.46273	22	11	960155
3194	-15.6583	-12.3883	569	-0.0288525	-0.0233589	0.999311	0.0985614	22	11	960393
3195	-2.38027	106.118	569	-0.0772744	0.393237	0.916184	1.8418	22	11	960723
3196	5.8142	-16.0626	569	0.0105606	-0.027638	0.999562	0.679358	22	11	961094
3197	-4.93022	-4.14494	569	-0.00928385	-0.00686348	0.999933	1.48976	22	11	961236
3198	17.9607	0.616803	569	0.0313014	0.000876396	0.99951	0.831283	22	11	961586
3199	5.82889	-6.72402	569	0.0102445	-0.0117865	0.999878	0.37272	22	11	961842
3200	2.81597	11.4178	569	0.00451665	0.020211	0.999786	3.2874	22	11	962162
3201	-20.0433	0.656577	569	-0.0352569	0.00188004	0.999377	0.33512	22	11	962284
3202	35.9789	7.2394	569	0.487934	-0.404199	0.773656	0.510999	22	11	962286
3203	16.6683	-5.92043	569	0.0288354	-0.0112807	0.999521	0.514293	22	11	962381
3204	20.3998	0.86385	569	0.0226289	-0.153627	0.98787	1.10369	22	11	962715
3205	15.3082	31.6945	569	0.0169248	0.0704801	0.99737	1.16073	22	11	963319
3206	-14.1163	-29.5972	569	-0.0251896	-0.0523435	0.998311	4.07352	22	11	963752
3207	15.8005	-3.78529	569	0.0278652	-0.00655068	0.99959	0.916497	22	11	964056
3208	17.0536	14.6436	569	0.525842	0.223835	0.820602	0.920866	22	11	964083
3209	-15.3162	-8.25237	569	-0.026682	-0.0146502	0.999537	1.07562	22	11	964165
3210	13.058	-3.47506	569	0.0230819	-0.0059604	0.999716	0.537379	22	11	964641
3211	-46.3252	198.315	569	-0.0924989	0.340745	0.935594	0.767665	22	11	964828
3212	4.58065	2.13658	569	0.00826616	0.00330244	0.99996	0.418395	22	11	964924
3213	-6.07326	-16.8376	569	-0.0105967	-0.0294169	0.999511	1.53771	22	11	964925
3214	-15.1896	-10.6106	569	-0.0263492	-0.0185932	0.99948	3.53652	22	11	965120
3215	-12.9598	-8.50093	569	-0.0233259	-0.015064	0.999614	0.61268	22	11	966159
3216	9.92969	15.2816	569	0.00679553	0.018312	0.999809	1.42853	22	11	966270
3217	7.46588	11.8483	569	0.01346	0.0209539	0.99969	0.702695	22	11	966639
3218	-20.8081	-9.02743	569	-0.0364074	-0.0157336	0.999213	0.785786	22	11	966800
3219	63.3935	-149.722	569	0.297262	-0.500571	0.813059	0.882628	22	11	966994
3220	-2.90566	-17.5302	569	-0.00523287	-0.0302476	0.999529	0.562678	22	11	967486
3221	-15.7481	-10.8743	569	-0.0273712	-0.018868	0.999447	3.93515	22	11	967702
3222	3.40237	-25.3683	569	0.00636933	-0.0446712	0.998981	2.53873	22	11	968257
3223	-5.69242	-4.74728	569	-0.01032	-0.00865352	0.999909	1.3831	22	11	968339
3224	-6.833	11.6802	569	-0.0117368	0.0200857	0.999729	0.308443	22	11	968394
3225	4.8212	-3.3768	569	0.0084073	-0.00601219	0.999947	0.618116	22	11	968903
3226	17.9962	23.0795	569	0.0314464	0.0401405	0.998699	0.560077	22	11	968961
3227	2.18096	7.39156	569	-0.131943	-0.48468	0.864683	0.931139	22	11	969097
3228	4.28745	2.97099	569	0.00779125	0.00476397	0.999958	0.989075	22	11	969354
3229	-13.9032	-4.83527	569	-0.0247905	-0.0083301	0.999658	1.26047	22	11	969429
3230	-6.03739	17.9617	569	-0.0111213	0.0314211	0.999444	0.377867	22	11	969739
3231	21.235	13.3329	569	0.0374057	0.0227922	0.99904	4.1757	22	11	970406
3232	6.26453	26.7333	569	0.00675448	0.054355	0.998499	0.271569	22	11	970410
3233	-0.0867435	16.8565	569	-0.000891394	0.0297743	0.999556	0.192101	22	11	970414
3234	6.17607	20.3052	569	0.0114328	0.0355926	0.999301	3.04299	22	11	970852
3235	-1.15746	18.1593	569	-0.0035195	0.0318514	0.999486	1.94286	22	11	970857
3236	10.6876	10.4321	569	0.0170217	0.0172342	0.999707	0.235326	22	11	971197
3237	-13.5867	7.39125	569	-0.0245138	0.0128469	0.999617	0.613176	22	11	971522
3238	11.5687	-5.55834	569	0.02	-0.00913918	0.999758	0.664954	22	11	971533
3239	1.26159	18.7968	569	0.00159811	0.0325727	0.999468	1.73989	22	11	971787
3240	4.42002	17.4679	569	0.00761493	0.0305068	0.999506	1.64103	22	11	971853
3241	20.4217	14.3023	569	0.0359267	0.0248583	0.999045	1.20976	22	11	971916
3242	-7.64339	3.06747	569	-0.0134657	0.00524291	0.999896	0.748371	22	11	972527
3243	12.4506	-24.0829	569	0.0210158	-0.0407631	0.998948	0.881273	22	11	973150
3244	-3.76232	25.7045	569	-0.0072274	0.0454219	0.998942	0.484872	22	11	973209
3245	-3.01528	-15.1997	569	-0.00519787	-0.0268137	0.999627	0.350586	22	11	973217
3246	15.2607	9.78822	569	0.0271456	0.0170653	0.999486	0.320572	22	11	973554
3247	-0.35155	-16.686	569	-0.0138596	-0.0301125	0.99945	2.06112	22	11	973699
3248	-21.546	119.092	569	-0.131469	0.46322	0.876438	1.34785	22	11	973928
3249	-10.4258	19.5947	569	-0.0183648	0.0343661	0.999241	0.715396	22	11	974114
3250	-101.788	-194.112	569	-0.172161	-0.333838	0.926776	0.335006	22	11	974128
3251	0.00204717	-25.5578	569	-0.00079921	-0.0448517	0.998993	2.16088	22	11	974298
3252	10.0387	-14.9008	569	0.017687	-0.0262101	0.9995	3.63006	22	11	974623
3253	10.7608	5.52457	569	0.0188607	0.00976352	0.999774	1.15942	22	11	974810
3254	12.7947	-19.4838	569	0.0223799	-0.0339956	0.999171	1.46851	22	11	974823
3255	5.46818	-18.5843	569	0.00992591	-0.0330983	0.999403	0.944694	22	11	975545
3256	7.08868	12.7927	569	-0.0816518	-0.0442373	0.995679	1.46307	22	11	975950
3257	-9.59963	8.01664	569	-0.0161103	0.0142238	0.999769	1.46645	22	11	976020
3258	-17.3072	2.5024	569	-0.0297849	0.00413448	0.999548	0.363348	22	11	976282
3259	-22.1635	-7.56057	569	-0.0381246	-0.0133363	0.999184	0.608462	22	11	976497
3260	9.90245	-18.8601	569	0.0168492	-0.0332317	0.999306	0.68308	22	11	976804
3261	-21.6362	-12.7562	569	-0.0377159	-0.0226175	0.999033	0.244239	22	11	977099
3262	-0.372961	0.176861	569	-0.000384042	0.00121686	0.999999	1.54076	22	11	977188
3263	15.1592	-7.15842	569	0.0271482	-0.0124038	0.999554	0.553073	22	11	977293
3264	14.6608	27.9021	569	0.0257085	0.0493831	0.998449	0.465227	22	11	977596
3265	-3.70293	-5.15515	569	-0.00631398	-0.00921585	0.999938	4.30435	22	11	978110
3266	-12.2698	-19.8269	569	-0.0216947	-0.0351416	0.999147	5.18294	22	11	978379
3267	-0.122103	-11.9438	569	-7.54201e-05	-0.0207871	0.999784	0.901587	22	11	978463
3268	-14.024	-30.2522	569	-0.0239876	-0.0528888	0.998312	1.42019	22	11	978776
3269	-2.51187	24.9676	569	-0.00428317	0.0440408	0.999021	0.854306	22	11	978937
3270	20.1502	23.5576	569	0.0353202	0.0413012	0.998522	0.267735	22	11	978951
3271	-8.50524	20.8786	569	-0.0153768	0.0363102	0.999222	0.432848	22	11	979031
3272	16.5907	21.3699	569	0.1094	0.0224932	0.993743	0.290017	22	11	979064
3273	16.5553	11.7968	569	0.0290135	0.0206854	0.999365	3.3596	22	11	979643
3274	-0.247004	-13.9436	569	-0.000832692	-0.0238421	0.999715	0.403009	22	11	979779
3275	-6.77263	-24.9696	569	-0.0125319	-0.0435522	0.998973	1.86392	22	11	979844
3276	13.8143	-15.8131	569	0.0239434	-0.0279414	0.999323	0.442846	22	11	980389
3277	-8.17317	-8.61434	569	-0.0143616	-0.0143605	0.999794	1.35274	22	11	980709
3278	15.6033	-9.2036	569	0.0269498	-0.015967	0.999509	1.69675	22	11	981111
3279	4.79234	-17.5738	569	-0.0385025	-0.100297	0.994212	0.0187915	22	11	981765
3280	23.2276	143.903	569	0.0329407	0.519121	0.854066	1.51836	22	11	982081
3281	-10.2702	9.75569	569	-0.0181362	0.0171149	0.999689	4.09124	22	11	982131
3282	14.8095	8.31257	569	0.0267591	0.0144404	0.999538	1.66897	22	11	982914
3283	10.9963	-11.7217	569	0.0110659	-0.0211376	0.999715	3.46085	22	11	983339
3284	9.01216	-12.3686	569	0.0155519	-0.0219486	0.999638	2.50174	22	11	983601
3285	-14.0863	3.23705	569	-0.0246826	0.00613228	0.999677	0.52942	22	11	983768
3286	-11.3473	-13.0845	569	-0.0202696	-0.02368	0.999514	0.696515	22	11	984056
3287	-7.42366	-14.794	569	-0.0130208	-0.0259619	0.999578	0.754615	22	11	985020
3288	-2.64206	22.1147	569	-0.00417724	0.0386621	0.999244	4.69008	22	11	985069
3289	-15.1059	-5.56528	569	-0.0265686	-0.00982628	0.999599	0.52355	22	11	985230
3290	-14.807	11.2852	569	-0.0260614	0.0199953	0.99946	1.78471	22	11	985430
3291	5.88775	-6.41363	569	0.0107769	-0.0110836	0.99988	4.92029	22	11	985549
3292	-32.7031	15.9282	569	-0.693169	0.117551	0.711125	1.01511	22	11	985784
3293	-6.79654	24.4888	569	-0.0117375	0.0430239	0.999005	0.33192	22	11	986037
3294	11.7673	-22.6119	569	0.0202027	-0.0398901	0.999	0.244283	22	11	986439
3295	5.6981	5.13338	569	0.0870614	0.0243347	0.995906	2.40918	22	11	986536
3296	7.36895	-7.39791	569	0.0127364	-0.0131004	0.999833	0.646309	22	11	987061
3297	-6.98844	20.9506	569	-0.0124518	0.0367816	0.999246	0.390624	22	11	987263
3298	-13.13	-14.0323	569	-0.023773	-0.0243329	0.999421	0.468938	22	11	987858
3299	16.7528	18.8327	569	0.0299628	0.0334556	0.998991	1.93103	22	11	988153
3300	-0.730992	16.7476	569	-0.00157172	0.0287561	0.999585	3.39231	22	11	988528
3301	10.5806	22.8275	569	0.0180668	0.0392966	0.999064	1.30672	22	11	988980
3302	12.2675	22.6061	569	0.0216395	0.0391332	0.999	5.46502	22	11	989240
3303	-1.73358	-10.4272	569	-0.00285507	-0.0187286	0.999821	1.07371	22	11	989549
3304	5.29482	-25.7846	569	0.00927663	-0.0452754	0.998931	0.596627	22	11	989863
3305	-19.8372	-17.1661	569	-0.0344141	-0.0296052	0.998969	0.376705	22	11	989945
3306	8.59813	10.4771	569	0.0146801	0.018347	0.999724	0.649867	22	11	990242
3307	15.9378	-8.07834	569	0.027466	-0.0139648	0.999525	3.42591	22	11	990394
3308	-0.527238	23.9922	569	-0.0010053	0.042123	0.999112	0.709228	22	11	991005
3309	5.32595	25.2477	569	0.00876039	0.0448855	0.998954	0.543204	22	11	992103
3310	-10.5563	17.0336	569	-0.0185769	0.0293243	0.999397	4.72502	22	11	993477
3311	9.63012	10.2351	569	0.016476	0.0173588	0.999714	0.744757	22	11	993652
3312	-15.6719	12.7131	569	-0.0273537	0.0223986	0.999375	0.277582	22	11	993836
3313	-8.78531	24.2425	569	-0.0148348	0.0424588	0.998988	0.489834	22	11	994126
3314	4.54303	-9.37237	569	0.00735133	-0.017022	0.999828	1.33344	22	11	995154
3315	12.7822	28.8507	569	0.0228188	0.0504166	0.998468	5.33581	22	11	995874
3316	5.16492	-12.4242	569	0.00930465	-0.0216723	0.999722	0.37699	22	11	997122
3317	-10.567	-6.06876	569	-0.0193049	-0.0107568	0.999756	4.66945	22	11	997356
3318	17.1922	23.0852	569	0.0301039	0.0403398	0.998732	1.36687	22	11	997420
3319	18.0011	3.67286	569	0.0316004	0.00636361	0.99948	1.03003	22	11	997588
3320	-13.9374	-20.0743	569	-0.0247152	-0.0310681	0.999212	0.661469	22	11	997611
3321	-2.27251	15.3618	569	-0.00419541	0.0277036	0.999607	1.83084	22	11	997770
3322	6.61575	-27.175	569	0.0117413	-0.0474891	0.998803	0.176469	22	11	997911
3323	-2.10025	-20.8887	569	-0.00428871	-0.0365091	0.999324	1.74491	22	11	998058
3324	-15.3222	-3.0143	569	-0.0261466	-0.00517054	0.999645	2.38313	22	11	998643
3325	12.4041	19.3709	569	0.0214024	0.0339347	0.999195	0.534609	22	11	998690
3326	6.11194	22.417	569	0.010902	0.0377818	0.999227	0.217721	22	11	999085
3327	0.275241	2.14753	569	0.000601246	0.00372436	0.999993	0.308552	22	11	999088
3328	14.298	15.9256	569	0.0349005	0.042634	0.998481	1.61155	22	11	999173
3329	11.4338	9.5769	569	0.0203626	0.0175545	0.999639	0.704483	22	11	999724
3330	-15.4996	18.5876	569	-0.0272293	0.0331709	0.999079	0.272448	22	11	999941
3331	-2.54548	16.9383	569	-0.00449787	0.0296165	0.999551	0.715911	22	11	999972
3332	15.1023	-20.6176	569	0.0248817	-0.0353029	0.999067	0.209195	22	11	1000044
3333	-1.25395	-14.5882	569	-0.00261973	-0.0248693	0.999687	2.14881	22	11	1000218
3334	10.1459	-22.808	569	0.017574	-0.0392867	0.999073	2.65344	22	11	1000631
3335	19.1221	5.65202	569	0.0336524	0.0100913	0.999383	0.422846	22	11	1000661
3336	12.3362	-3.5514	569	0.0245807	-0.00722654	0.999672	0.160723	22	11	1000714
3337	10.0796	-0.868788	569	0.0170951	-0.00128231	0.999853	3.8973	22	11	1000729
3338	-16.0522	-25.896	569	-0.0285628	-0.0456923	0.998547	0.419747	22	11	1001228
3339	10.6945	-20.645	569	0.0187198	-0.0353781	0.999199	2.83265	22	11	1001248
3340	17.3715	-6.83861	569	0.0296458	-0.0120094	0.999488	1.24148	22	11	1001681
3341	12.863	26.7043	569	0.0231425	0.046327	0.998658	3.6078	22	11	1001717
3342	-11.5647	-1.13121	569	-0.0201593	-0.00181132	0.999795	1.71626	22	11	1001947
3343	16.9865	13.232	569	0.0292847	0.0234724	0.999295	1.82269	22	11	1002000
3344	-8.76503	-13.915	569	-0.0153709	-0.0245549	0.99958	2.07235	22	11	1002572
3345	14.0146	0.089445	569	0.0251673	-0.000158887	0.999683	4.02906	22	11	1003149
3346	-0.554439	21.8568	569	-0.00126852	0.039012	0.999238	0.87954	22	11	1003429
3347	0.621252	18.9885	569	0.00144807	0.0327943	0.999461	0.381995	22	11	1003789
3348	199.656	101.695	569	0.338065	0.180057	0.923738	0.585825	22	11	1004349
3349	5.53585	1.8534	569	0.0475197	-0.0684868	0.99652	3.01694	22	11	1004574
3350	9.50487	2.81749	569	0.0168028	0.00531553	0.999845	0.759818	22	11	1004642
3351	13.4963	-21.219	569	0.0236592	-0.0375843	0.999013	2.36677	22	11	1005775
3352	-3.8278	-0.637319	569	0.288109	0.267478	0.919483	0.535918	22	11	1005843
3353	-15.1195	5.3275	569	-0.0271947	0.00923272	0.999588	0.416754	22	11	1005844
3354	-10.7012	-10.7417	569	-0.019103	-0.0188407	0.99964	0.368789	22	11	1006252
3355	-3.1581	-22.1923	569	-0.00614743	-0.0394833	0.999201	0.73449	22	11	1006364
3356	12.2179	-11.4534	569	0.0212005	-0.0199629	0.999576	0.231894	22	11	1006850
3357	20.3997	22.9832	569	0.0351168	0.041144	0.998536	0.312096	22	11	1007595
3358	-1.94864	16.5135	569	-0.0035584	0.0283401	0.999592	0.297464	22	11	1008492
3359	-10.6231	-19.9981	569	-0.0187292	-0.0351778	0.999206	0.406387	22	11	1009720
3360	-16.6557	27.5496	569	-0.355218	0.313563	0.880624	1.83155	22	11	1010186
3361	11.9844	-0.0131133	569	0.0202166	-6.01973e-05	0.999796	0.366811	22	11	1010240
3362	19.4824	130.682	569	0.0477039	0.459711	0.886786	1.30018	22	11	1010284
3363	84.695	-185.867	569	0.11517	-0.34553	0.931314	4.40536	22	11	1010315
3364	14.5654	6.22063	569	0.0256215	0.0110541	0.999611	0.442746	22	11	1010602
3365	-4.42736	14.2426	569	-0.00791623	0.0258573	0.999634	0.395191	22	11	1010647
3366	-0.809512	-8.97305	569	-0.00127336	-0.015639	0.999877	1.01349	22	11	1011084
3367	47.983	-121.808	569	0.256435	-0.422268	0.869443	0.663868	22	11	1011633
3368	-17.097	-24.9195	569	-0.0288522	-0.0431015	0.998654	0.182741	22	11	1012103
3369	13.6507	10.236	569	0.0236095	0.0174275	0.999569	0.323373	22	11	1012272
3370	16.0425	2.74129	569	0.0278289	0.00499051	0.9996	2.97139	22	11	1012729
3371	-8.38106	-4.43384	569	-0.00642025	-0.00751246	0.999951	1.76797	22	11	1012892
3372	17.4309	28.5802	569	0.0312647	0.0498297	0.998268	2.67651	22	11	1013001
3373	15.7625	-8.22166	569	0.0276159	-0.0144183	0.999515	1.03867	22	11	1013239
3374	-6.43676	-27.5229	569	-0.011346	-0.0477534	0.998795	3.38222	22	11	1013710
3375	0.00239659	-9.76854	569	-0.000203253	-0.0172293	0.999852	1.09545	22	11	1013842
3376	-0.564108	18.9013	569	-0.000575436	0.0328495	0.99946	0.400678	22	11	1014045
3377	-15.4582	18.6846	569	-0.0271877	0.0329144	0.999088	3.11878	22	11	1014845
3378	5.18017	-180.241	569	0.0210023	-0.313151	0.949471	0.534849	22	11	1014863
3379	-10.5065	6.3844	569	-0.018767	0.0119413	0.999753	3.09156	22	11	1015408
3380	-15.1805	-15.4682	569	-0.0267455	-0.0271629	0.999273	0.519345	22	11	1015710
3381	12.9983	-18.84	569	0.0227558	-0.0341562	0.999157	0.218879	22	11	1015723
3382	-1.34459	-1.12947	569	-0.00258978	-0.00184851	0.999995	0.659405	22	11	1016426
3383	16.1255	-12.9713	569	0.0290226	-0.0225926	0.999323	0.305698	22	11	1016656
3384	3.70154	1.57022	569	0.00636234	0.00234945	0.999977	4.08249	22	11	1016900
3385	-1.49553	24.2804	569	-0.00520441	0.0420781	0.999101	0.331001	22	11	1018106
3386	6.02598	5.6519	569	0.0104201	0.0106056	0.999889	0.766554	22	11	1018262
3387	18.7403	14.9144	569	0.0329761	0.0258692	0.999121	1.79707	22	11	1018267
3388	6.71733	13.197	569	0.0117169	0.0231886	0.999662	4.44622	22	11	1018313
3389	13.0804	-1.73221	569	0.0225329	-0.00280556	0.999742	4.542	22	11	1018611
3390	-21.1433	-2.79221	569	-0.0369906	-0.00446795	0.999306	2.7376	22	11	1018625
3391	7.21451	11.3465	569	0.012255	0.0204911	0.999715	0.376449	22	11	1019616
3392	15.7661	-6.95874	569	0.0273283	-0.0121227	0.999553	1.46261	22	11	1020565
3393	-12.767	6.59275	569	-0.0222576	0.0114912	0.999686	0.386262	22	11	1021028
3394	-13.3103	-20.8991	569	-0.0232034	-0.036488	0.999065	1.3258	22	11	1021049
3395	5.10098	3.02508	569	-0.0138891	-0.0341595	0.99932	0.0703687	22	11	1021348
3396	-7.09973	-18.855	569	-0.0123198	-0.0330922	0.999376	1.44978	22	11	1021579
3397	-3.15326	-8.59624	569	-0.00522706	-0.0155831	0.999865	1.00831	22	11	1022166
3398	-17.379	-14.4758	569	-0.0313752	-0.0254292	0.999184	0.685884	22	11	1023210
3399	19.3556	16.3725	569	0.0336425	0.0286547	0.999023	0.351952	22	11	1023324
3400	1.51264	-21.3735	569	0.00266015	-0.0376802	0.999286	0.289534	22	11	1023407
3401	13.4918	-15.628	569	0.0234762	-0.0275004	0.999346	4.32301	22	11	1023589
3402	12.8408	19.0411	569	0.0224614	0.0334603	0.999188	0.304032	22	11	1023593
3403	-5.17621	8.40081	569	-0.00913905	0.0140465	0.99986	3.43785	22	11	1023815
3404	21.138	27.4758	569	0.0376478	0.0479402	0.99814	2.77784	22	11	1024015
3405	5.89257	-19.4836	569	0.0105234	-0.0346718	0.999343	0.518632	22	11	1024119
3406	-17.7878	4.57487	569	-0.0308653	0.00790941	0.999492	0.858503	22	11	1024454
3407	-17.4325	10.2659	569	-0.0305888	0.0179771	0.99937	0.748332	22	11	1024689
3408	-3.31276	-15.4782	569	-0.00529255	-0.0277688	0.9996	0.709628	22	11	1024856
3409	-3.49235	-11.2289	569	-0.00682964	-0.0196192	0.999784	2.79829	22	11	1025102
3410	-1.36148	20.2786	569	-0.000933522	0.0579672	0.998318	1.93549	22	11	1025282
3411	-10.3725	-13.2914	569	-0.0181871	-0.023017	0.99957	0.520771	22	11	1025794
3412	6.31694	-13.7912	569	0.0109475	-0.0241288	0.999649	1.31944	22	11	1026187
3413	3.31305	24.0724	569	0.00567226	0.0419543	0.999103	1.24683	22	11	1026801
3414	-15.1852	2.51115	569	-0.0266644	0.00464477	0.999634	0.198361	22	11	1027084
3415	-8.19342	12.6896	569	-0.0143327	0.0218387	0.999659	2.96596	22	11	1027204
3416	2.70857	-19.0166	569	0.00390637	-0.0339863	0.999415	0.510999	22	11	1027293
3417	10.4326	-15.0459	569	0.0180867	-0.0262406	0.999492	0.405768	22	11	1027699
3418	2.93685	-21.542	569	0.00521023	-0.0378082	0.999271	1.06342	22	11	1029380
3419	0.222313	-5.59247	569	0.000518585	-0.00974118	0.999952	4.98257	22	11	1029522
3420	0.579959	-21.3409	569	0.000874528	-0.0365628	0.999331	1.05161	22	11	1029557
3421	5.70765	9.6588	569	0.00954304	0.0182606	0.999788	0.652819	22	11	1029931
3422	103.42	-179.159	569	0.168017	-0.303089	0.938034	2.43408	22	11	1029964
3423	-14.2647	14.9399	569	-0.025014	0.0261143	0.999346	0.365568	22	11	1030768
3424	-6.83894	24.003	569	-0.0116852	0.0423011	0.999037	0.363433	22	11	1031313
3425	7.26083	-19.5879	569	0.0127062	-0.0342815	0.999331	0.396077	22	11	1031636
3426	11.799	3.7425	569	0.0206064	0.00657691	0.999766	0.790279	22	11	1031672
3427	-5.62783	-25.0276	569	-0.00996272	-0.0442661	0.99897	1.16313	22	11	1032238
3428	-13.5061	8.51844	569	-0.0236645	0.0149161	0.999609	1.89226	22	11	1032354
3429	96.9679	194.939	569	0.180237	0.33126	0.926165	0.865188	22	11	1032432
3430	12.1755	28.4466	569	0.0208816	0.0499045	0.998536	2.16108	22	11	1032885
3431	-8.58644	15.5061	569	-0.0149759	0.0276001	0.999507	1.70716	22	11	1034908
3432	-12.5127	3.99508	569	-0.0213539	0.00729682	0.999745	2.34889	22	11	1036172
3433	-16.8379	-1.2049	569	-0.0290095	-0.0019881	0.999577	0.755955	22	11	1036510
3434	-13.7139	19.6353	569	-0.0235778	0.034309	0.999133	0.749632	22	11	1036672
